Level,Date,State Postal Code,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Month
State,10/28/2022,AR,"128,756","20,328","6,284",10
State,10/28/2022,MO,"276,874","40,624","27,251",10
State,10/28/2022,MS,"125,046","24,036","5,164",10
State,10/28/2022,MT,"45,209","5,502","6,689",10
State,10/28/2022,MN,"217,380","33,576","29,904",10
State,10/28/2022,NE,"85,874","10,057","7,530",10
State,10/28/2022,MI,"351,238","53,416","28,027",10
State,10/28/2022,WA,"192,138","31,114","50,816",10
State,10/28/2022,NV,"83,808","26,537","18,529",10
State,10/29/2022,NH,"33,033","2,303","3,089",10
State,10/29/2022,TX,"1,008,995","229,026","121,736",10
State,10/29/2022,CT,"60,342","8,882","10,206",10
State,10/29/2022,MT,"51,443","5,744","6,991",10
State,10/29/2022,IN,"239,807","45,836","21,946",10
State,10/29/2022,AL,"177,188","30,403","7,000",10
State,10/29/2022,OH,"347,473","53,748","33,652",10
State,10/29/2022,MN,"252,474","36,100","31,072",10
State,10/29/2022,UT,"135,372","39,506","19,550",10
State,10/29/2022,CO,"167,270","41,335","72,868",10
State,10/29/2022,NV,"85,828","29,166","21,126",10
State,10/29/2022,IA,"170,006","24,082","8,607",10
State,10/29/2022,NJ,"172,224","32,449","24,976",10
State,10/29/2022,ND,"42,401","7,846","2,724",10
State,10/29/2022,AZ,"234,957","63,225","45,552",10
State,10/29/2022,VT,"17,122","2,859","2,069",10
State,10/29/2022,CA,"1,047,537","286,160","151,280",10
State,10/29/2022,MD,"156,768","29,989","17,231",10
State,10/29/2022,KS,"146,642","26,969","13,554",10
State,10/29/2022,NC,"401,231","64,998","25,850",10
State,10/29/2022,KY,"190,390","23,927","11,214",10
State,10/29/2022,WA,"205,699","34,732","53,648",10
State,10/29/2022,VA,"301,702","58,649","24,185",10
State,10/29/2022,AR,"139,488","21,207","6,758",10
State,10/29/2022,NE,"89,695","10,690","7,921",10
State,10/29/2022,GA,"384,267","96,062","41,661",10
State,10/29/2022,NY,"532,884","90,139","69,513",10
State,10/29/2022,RI,"15,215","3,028","3,180",10
State,10/29/2022,LA,"188,164","32,330","15,089",10
State,10/29/2022,HI,"8,937","2,911","5,916",10
State,10/29/2022,MI,"361,239","60,111","30,818",10
State,10/29/2022,SC,"180,907","30,212","11,631",10
State,10/29/2022,FL,"530,995","133,626","129,639",10
State,10/29/2022,MO,"297,107","42,907","29,659",10
State,10/29/2022,PA,"447,851","56,472","28,486",10
State,10/29/2022,ID,"75,249","19,044","7,224",10
State,10/29/2022,OR,"138,558","25,081","16,969",10
State,10/29/2022,MS,"131,604","26,308","5,336",10
State,10/29/2022,SD,"59,750","8,317","3,369",10
State,10/29/2022,DC,"11,032","7,284","5,528",10
State,10/29/2022,MA,"112,863","17,377","24,865",10
State,10/29/2022,AK,"11,570","15,156","9,032",10
State,10/29/2022,NM,"125,846","39,627","9,263",10
State,10/29/2022,IL,"405,327","112,494","72,290",10
State,10/29/2022,WY,"40,457","5,767","2,565",10
State,10/29/2022,TN,"227,139","61,662","23,852",10
State,10/29/2022,DE,"28,130","1,921","1,457",10
State,10/29/2022,ME,"39,384","4,135","2,666",10
State,10/29/2022,OK,"173,021","23,231","9,927",10
State,10/29/2022,WI,"271,744","39,882","19,206",10
State,10/29/2022,WV,"79,605","9,823","2,884",10
State,10/30/2022,OK,"164,680","21,370","9,972",10
State,10/30/2022,WV,"73,083","9,186","2,960",10
State,10/30/2022,IN,"227,132","42,990","21,168",10
State,10/30/2022,ME,"37,814","3,720","2,526",10
State,10/30/2022,TX,"947,287","220,872","126,768",10
State,10/30/2022,DC,"11,256","7,298","6,545",10
State,10/30/2022,NY,"524,735","85,678","73,301",10
State,10/30/2022,OR,"138,996","24,013","16,144",10
State,10/30/2022,AZ,"231,909","60,797","45,703",10
State,10/30/2022,IL,"392,961","113,149","74,827",10
State,10/30/2022,MI,"347,435","60,952","30,441",10
State,10/30/2022,TN,"211,732","57,489","24,791",10
State,10/30/2022,FL,"518,813","122,817","139,530",10
State,10/30/2022,MT,"51,298","5,859","7,096",10
State,10/30/2022,PA,"428,844","56,641","28,772",10
State,10/30/2022,WI,"261,827","36,670","19,319",10
State,10/30/2022,ID,"68,270","16,608","7,745",10
State,10/30/2022,MO,"285,620","40,610","28,324",10
State,10/30/2022,SD,"53,741","7,940","3,405",10
State,10/30/2022,GA,"375,198","97,451","45,524",10
State,10/30/2022,NV,"82,727","28,788","20,702",10
State,10/30/2022,RI,"14,528","2,705","2,969",10
State,10/30/2022,HI,"8,700","2,687","6,294",10
State,10/30/2022,SC,"172,048","29,470","12,192",10
State,10/30/2022,LA,"172,883","31,463","15,075",10
State,10/30/2022,AL,"170,203","30,935","7,436",10
State,10/30/2022,MN,"243,956","35,089","31,303",10
State,10/30/2022,WA,"203,059","30,413","55,182",10
State,10/30/2022,CA,"1,024,033","271,891","156,824",10
State,10/30/2022,NH,"30,760","2,502","3,252",10
State,10/30/2022,NC,"397,027","63,284","28,156",10
State,10/30/2022,AR,"130,985","19,573","6,726",10
State,10/30/2022,KY,"174,215","22,555","10,788",10
State,10/30/2022,MD,"157,438","32,816","19,392",10
State,10/30/2022,VA,"289,127","56,398","26,026",10
State,10/30/2022,CO,"161,641","39,177","75,695",10
State,10/30/2022,NM,"124,414","38,648","9,341",10
State,10/30/2022,ND,"39,642","7,505","2,772",10
State,10/30/2022,WY,"38,681","4,910","2,892",10
State,10/30/2022,KS,"134,874","25,676","13,554",10
State,10/30/2022,MA,"111,591","16,856","26,124",10
State,10/30/2022,VT,"16,957","2,741","1,757",10
State,10/30/2022,CT,"60,126","9,483","9,889",10
State,10/30/2022,NE,"81,149","9,945","7,880",10
State,10/30/2022,OH,"330,812","52,632","35,343",10
State,10/30/2022,AK,"12,018","10,278","8,692",10
State,10/30/2022,IA,"155,835","23,861","9,368",10
State,10/30/2022,MS,"118,469","24,999","5,686",10
State,10/30/2022,UT,"132,735","38,850","19,436",10
State,10/30/2022,DE,"27,579","1,733","1,559",10
State,10/30/2022,NJ,"174,884","31,636","26,881",10
State,10/31/2022,NH,"31,895","2,622","2,937",10
State,10/31/2022,MI,"336,696","58,689","30,348",10
State,10/31/2022,NV,"80,567","25,732","19,025",10
State,10/31/2022,MN,"213,614","33,289","31,555",10
State,10/31/2022,NE,"80,344","9,924","8,217",10
State,10/31/2022,MS,"129,087","25,774","5,612",10
State,10/31/2022,MT,"45,216","5,512","7,389",10
State,10/31/2022,MO,"271,301","40,032","28,614",10
State,10/31/2022,WA,"192,675","29,560","52,253",10
State,10/31/2022,CA,"952,449","233,216","140,438",10
State,10/31/2022,WY,"38,190","5,214","2,577",10
State,10/31/2022,VA,"284,961","53,510","24,770",10
State,10/31/2022,CO,"151,890","37,559","70,890",10
State,10/31/2022,VT,"17,297","3,106","1,837",10
State,10/31/2022,CT,"58,699","8,683","10,182",10
State,10/31/2022,UT,"118,406","38,374","18,302",10
State,10/31/2022,DE,"26,482","1,635","1,441",10
State,10/31/2022,AK,"10,143","11,761","9,269",10
State,10/31/2022,TX,"939,722","210,212","117,702",10
State,10/31/2022,DC,"9,517","6,821","6,645",10
State,10/31/2022,TN,"211,521","56,540","24,567",10
State,10/31/2022,FL,"507,973","123,216","128,468",10
State,10/31/2022,SD,"50,459","7,224","3,302",10
State,10/31/2022,GA,"370,907","88,874","42,754",10
State,10/31/2022,SC,"176,427","27,332","11,461",10
State,10/31/2022,HI,"9,914","2,750","5,617",10
State,10/31/2022,WI,"242,113","37,917","19,357",10
State,10/31/2022,RI,"15,684","3,248","2,971",10
State,10/31/2022,ID,"65,809","17,289","6,986",10
State,10/31/2022,PA,"440,127","55,577","28,347",10
State,10/31/2022,IL,"380,687","105,753","69,143",10
State,10/31/2022,OR,"126,576","22,056","14,977",10
State,10/31/2022,IN,"226,380","43,649","20,272",10
State,10/31/2022,AZ,"212,188","56,285","42,880",10
State,10/31/2022,OK,"166,850","20,956","8,989",10
State,10/31/2022,IA,"154,474","24,312","8,527",10
State,10/31/2022,OH,"356,769","51,725","32,752",10
State,10/31/2022,KS,"129,243","24,554","14,339",10
State,10/31/2022,AL,"175,116","29,087","7,378",10
State,10/31/2022,ND,"38,636","7,379","2,880",10
State,10/31/2022,KY,"183,408","23,632","10,666",10
State,10/31/2022,NC,"383,709","62,051","27,580",10
State,10/31/2022,LA,"171,638","32,869","15,672",10
State,10/31/2022,WV,"77,970","9,408","3,098",10
State,10/31/2022,NY,"505,618","84,329","69,434",10
State,10/31/2022,ME,"41,024","4,082","2,693",10
State,10/31/2022,NM,"121,695","36,294","9,249",10
State,10/31/2022,MD,"137,075","28,289","17,767",10
State,10/31/2022,NJ,"152,724","29,008","25,458",10
State,10/31/2022,MA,"113,498","16,761","24,801",10
State,10/31/2022,AR,"130,174","20,947","6,864",10
State,11/1/2022,OK,"153,305","18,915","7,839",11
State,11/1/2022,MS,"113,547","21,241","5,184",11
State,11/1/2022,DE,"24,741","1,362","1,254",11
State,11/1/2022,UT,"105,637","35,609","16,468",11
State,11/1/2022,NM,"108,487","36,754","8,675",11
State,11/1/2022,IA,"139,571","24,095","7,402",11
State,11/1/2022,AZ,"194,680","52,860","37,893",11
State,11/1/2022,OH,"346,612","47,299","29,278",11
State,11/1/2022,NH,"29,877","2,927","2,732",11
State,11/1/2022,CT,"56,803","6,974","7,799",11
State,11/1/2022,VT,"16,955","2,729","1,579",11
State,11/1/2022,NE,"72,656","9,686","7,276",11
State,11/1/2022,KS,"118,559","22,404","12,855",11
State,11/1/2022,WY,"33,736","5,253","2,207",11
State,11/1/2022,ND,"33,951","7,010","2,595",11
State,11/1/2022,MA,"108,746","15,671","20,665",11
State,11/1/2022,CO,"138,258","34,249","65,398",11
State,11/1/2022,VA,"263,343","47,910","20,526",11
State,11/1/2022,MD,"124,938","25,356","14,676",11
State,11/1/2022,KY,"169,335","22,690","9,218",11
State,11/1/2022,WV,"76,319","9,500","2,751",11
State,11/1/2022,NC,"349,739","54,848","24,331",11
State,11/1/2022,MN,"185,525","32,796","27,239",11
State,11/1/2022,CA,"857,131","232,626","125,307",11
State,11/1/2022,MO,"236,882","38,938","26,861",11
State,11/1/2022,SC,"163,944","25,256","9,995",11
State,11/1/2022,WI,"219,732","35,855","17,906",11
State,11/1/2022,NJ,"132,014","25,578","22,302",11
State,11/1/2022,HI,"9,831","2,977","5,309",11
State,11/1/2022,LA,"148,803","29,187","14,261",11
State,11/1/2022,RI,"14,961","2,377","2,472",11
State,11/1/2022,MI,"314,350","54,718","28,084",11
State,11/1/2022,GA,"330,458","93,156","37,970",11
State,11/1/2022,SD,"45,288","7,187","3,158",11
State,11/1/2022,NY,"461,458","83,027","59,540",11
State,11/1/2022,ID,"57,971","15,016","6,519",11
State,11/1/2022,AL,"164,394","27,261","6,553",11
State,11/1/2022,PA,"415,699","53,420","24,877",11
State,11/1/2022,NV,"73,576","23,643","17,139",11
State,11/1/2022,FL,"448,197","110,811","107,118",11
State,11/1/2022,TN,"194,875","53,239","22,143",11
State,11/1/2022,MT,"41,245","5,256","7,310",11
State,11/1/2022,IL,"354,019","102,462","59,682",11
State,11/1/2022,AK,"11,517","6,822","9,594",11
State,11/1/2022,OR,"120,475","20,769","13,284",11
State,11/1/2022,WA,"182,026","28,354","49,058",11
State,11/1/2022,DC,"9,544","6,726","5,536",11
State,11/1/2022,TX,"823,847","191,144","102,131",11
State,11/1/2022,AR,"111,317","20,678","6,135",11
State,11/1/2022,IN,"213,574","42,342","18,310",11
State,11/1/2022,ME,"41,051","4,062","2,372",11
State,11/2/2022,MO,"247,403","41,677","27,906",11
State,11/2/2022,AL,"166,532","28,602","6,816",11
State,11/2/2022,AK,"8,972","7,360","8,621",11
State,11/2/2022,AZ,"210,883","53,459","41,514",11
State,11/2/2022,AR,"114,418","20,672","7,086",11
State,11/2/2022,CA,"884,794","239,552","134,362",11
State,11/2/2022,CO,"144,213","35,899","67,809",11
State,11/2/2022,CT,"60,019","8,108","8,795",11
State,11/2/2022,DE,"27,145","1,510","1,360",11
State,11/2/2022,DC,"11,617","7,021","6,409",11
State,11/2/2022,FL,"472,857","112,720","118,367",11
State,11/2/2022,GA,"345,313","103,098","39,265",11
State,11/2/2022,HI,"10,628","2,967","5,227",11
State,11/2/2022,ID,"57,696","15,866","6,632",11
State,11/2/2022,IL,"375,518","107,935","68,338",11
State,11/2/2022,IN,"225,243","43,217","19,999",11
State,11/2/2022,IA,"151,036","25,233","7,606",11
State,11/2/2022,KS,"122,778","23,608","13,836",11
State,11/2/2022,KY,"180,017","23,573","10,606",11
State,11/2/2022,LA,"156,972","30,510","15,169",11
State,11/2/2022,ME,"43,138","4,517","2,532",11
State,11/2/2022,MD,"136,549","26,877","16,202",11
State,11/2/2022,MA,"118,367","16,995","22,216",11
State,11/2/2022,MI,"329,688","57,670","29,395",11
State,11/2/2022,MN,"198,632","33,135","27,796",11
State,11/2/2022,MS,"119,212","23,835","5,600",11
State,11/2/2022,MT,"42,162","5,336","7,540",11
State,11/2/2022,NE,"78,399","10,026","8,056",11
State,11/2/2022,NV,"76,776","24,542","18,504",11
State,11/2/2022,NH,"32,373","2,585","3,148",11
State,11/2/2022,NJ,"151,112","28,524","24,596",11
State,11/2/2022,NM,"110,529","37,257","9,192",11
State,11/2/2022,NY,"490,712","88,476","66,821",11
State,11/2/2022,NC,"363,196","58,653","25,581",11
State,11/2/2022,ND,"34,831","7,906","2,793",11
State,11/2/2022,OH,"351,229","50,934","31,255",11
State,11/2/2022,OK,"158,338","20,293","8,533",11
State,11/2/2022,OR,"121,732","22,718","13,800",11
State,11/2/2022,PA,"441,856","55,246","27,795",11
State,11/2/2022,RI,"15,986","2,728","2,635",11
State,11/2/2022,SC,"164,988","27,658","10,920",11
State,11/2/2022,SD,"49,029","7,376","3,480",11
State,11/2/2022,TN,"208,682","58,502","24,289",11
State,11/2/2022,TX,"865,838","200,990","111,112",11
State,11/2/2022,UT,"105,528","37,553","18,100",11
State,11/2/2022,VT,"18,781","3,021","1,676",11
State,11/2/2022,VA,"280,805","53,449","23,024",11
State,11/2/2022,WA,"181,671","30,204","48,753",11
State,11/2/2022,WV,"80,440","10,841","2,963",11
State,11/2/2022,WI,"242,228","38,109","19,066",11
State,11/2/2022,WY,"35,968","5,204","2,431",11
State,11/3/2022,TX,"872,274","202,791","109,762",11
State,11/3/2022,OK,"158,627","19,715","8,523",11
State,11/3/2022,NM,"116,928","41,356","9,823",11
State,11/3/2022,DE,"25,299","1,405","1,411",11
State,11/3/2022,TN,"205,720","58,248","23,638",11
State,11/3/2022,NE,"77,697","10,406","8,030",11
State,11/3/2022,IL,"368,121","103,502","63,794",11
State,11/3/2022,DC,"11,159","6,206","6,042",11
State,11/3/2022,OR,"114,221","24,885","13,257",11
State,11/3/2022,MS,"115,287","24,357","5,513",11
State,11/3/2022,SD,"47,336","7,598","3,550",11
State,11/3/2022,WI,"236,858","36,536","20,518",11
State,11/3/2022,MO,"255,152","40,193","28,347",11
State,11/3/2022,ID,"60,512","16,663","5,813",11
State,11/3/2022,NV,"74,930","24,279","17,882",11
State,11/3/2022,PA,"424,731","51,740","27,430",11
State,11/3/2022,LA,"155,336","30,442","16,608",11
State,11/3/2022,FL,"459,925","111,333","110,386",11
State,11/3/2022,SC,"167,140","26,819","10,003",11
State,11/3/2022,AZ,"213,903","49,014","41,576",11
State,11/3/2022,HI,"10,984","3,456","5,682",11
State,11/3/2022,AK,"10,547","15,393","8,171",11
State,11/3/2022,RI,"15,131","2,160","2,753",11
State,11/3/2022,NY,"458,501","82,692","62,676",11
State,11/3/2022,GA,"348,093","103,431","38,008",11
State,11/3/2022,MD,"121,214","23,127","15,486",11
State,11/3/2022,AR,"117,975","20,798","7,090",11
State,11/3/2022,VA,"272,880","46,936","20,245",11
State,11/3/2022,WA,"166,263","28,784","49,954",11
State,11/3/2022,KY,"182,276","22,928","10,594",11
State,11/3/2022,WY,"34,014","5,992","2,347",11
State,11/3/2022,NC,"370,443","56,999","24,053",11
State,11/3/2022,NJ,"140,423","25,146","22,907",11
State,11/3/2022,AL,"160,367","29,343","7,120",11
State,11/3/2022,CA,"872,279","223,384","135,316",11
State,11/3/2022,NH,"31,625","2,836","3,098",11
State,11/3/2022,KS,"128,281","24,469","14,539",11
State,11/3/2022,WV,"80,408","10,333","3,310",11
State,11/3/2022,ND,"31,672","7,106","2,811",11
State,11/3/2022,MN,"196,268","32,509","31,876",11
State,11/3/2022,VT,"19,205","3,239","1,715",11
State,11/3/2022,CO,"140,903","34,523","67,465",11
State,11/3/2022,MT,"42,920","4,510","7,929",11
State,11/3/2022,IA,"152,907","24,646","7,773",11
State,11/3/2022,MA,"107,320","15,371","22,567",11
State,11/3/2022,OH,"345,823","51,423","30,022",11
State,11/3/2022,ME,"42,961","4,270","2,923",11
State,11/3/2022,UT,"109,492","39,030","19,253",11
State,11/3/2022,CT,"60,974","7,228","8,213",11
State,11/3/2022,MI,"330,301","56,571","30,708",11
State,11/3/2022,IN,"226,125","44,289","19,956",11
State,11/4/2022,AL,"181,106","30,889","7,532",11
State,11/4/2022,NH,"34,048","2,710","2,957",11
State,11/4/2022,MD,"134,304","25,107","14,867",11
State,11/4/2022,NJ,"141,719","25,960","22,506",11
State,11/4/2022,ME,"44,720","4,459","2,852",11
State,11/4/2022,AZ,"222,450","52,597","42,246",11
State,11/4/2022,NM,"118,180","42,059","10,274",11
State,11/4/2022,LA,"168,946","32,603","18,566",11
State,11/4/2022,NY,"544,095","94,116","61,402",11
State,11/4/2022,KY,"185,484","23,938","10,968",11
State,11/4/2022,NC,"408,020","59,489","23,618",11
State,11/4/2022,KS,"139,010","25,242","13,766",11
State,11/4/2022,ND,"33,308","7,683","3,005",11
State,11/4/2022,IA,"169,722","26,417","7,406",11
State,11/4/2022,WV,"86,644","9,936","3,237",11
State,11/4/2022,OH,"396,499","50,388","30,103",11
State,11/4/2022,IN,"234,300","43,258","19,192",11
State,11/4/2022,OK,"183,473","21,048","8,377",11
State,11/4/2022,IL,"385,614","104,719","61,567",11
State,11/4/2022,OR,"121,257","21,483","14,134",11
State,11/4/2022,ID,"58,998","17,417","5,921",11
State,11/4/2022,AK,"9,033","12,666","8,637",11
State,11/4/2022,PA,"471,335","54,989","27,902",11
State,11/4/2022,HI,"12,325","3,549","5,836",11
State,11/4/2022,RI,"16,624","2,876","2,545",11
State,11/4/2022,GA,"365,851","105,841","37,879",11
State,11/4/2022,WY,"35,301","6,099","2,321",11
State,11/4/2022,SC,"182,589","27,890","10,444",11
State,11/4/2022,FL,"496,709","119,390","110,185",11
State,11/4/2022,SD,"56,665","8,487","3,406",11
State,11/4/2022,DC,"9,998","6,351","6,362",11
State,11/4/2022,WI,"266,360","38,092","18,356",11
State,11/4/2022,TN,"228,539","61,675","24,077",11
State,11/4/2022,DE,"28,516","1,331","1,193",11
State,11/4/2022,TX,"958,926","214,928","105,237",11
State,11/4/2022,CT,"63,899","7,597","7,947",11
State,11/4/2022,UT,"110,388","41,287","20,883",11
State,11/4/2022,CO,"143,778","36,478","69,341",11
State,11/4/2022,MA,"122,351","16,447","20,528",11
State,11/4/2022,VT,"21,939","3,476","1,620",11
State,11/4/2022,CA,"911,667","232,839","136,109",11
State,11/4/2022,VA,"295,233","49,660","20,811",11
State,11/4/2022,AR,"133,715","21,914","6,627",11
State,11/4/2022,MO,"280,697","42,065","27,560",11
State,11/4/2022,MS,"124,424","24,961","5,652",11
State,11/4/2022,MT,"43,538","4,974","8,270",11
State,11/4/2022,MN,"228,520","36,058","30,064",11
State,11/4/2022,NE,"84,793","10,408","7,576",11
State,11/4/2022,MI,"364,082","58,187","29,091",11
State,11/4/2022,WA,"176,584","29,468","49,844",11
State,11/4/2022,NV,"78,122","25,860","19,832",11
State,11/5/2022,NH,"33,648","2,818","3,097",11
State,11/5/2022,TX,"917,287","217,766","116,446",11
State,11/5/2022,CT,"63,581","8,073","8,259",11
State,11/5/2022,MT,"47,523","5,173","8,590",11
State,11/5/2022,IN,"250,182","43,466","19,711",11
State,11/5/2022,AL,"176,909","31,137","7,617",11
State,11/5/2022,OH,"389,077","48,997","29,965",11
State,11/5/2022,MN,"227,711","38,806","32,087",11
State,11/5/2022,UT,"113,401","42,184","20,164",11
State,11/5/2022,CO,"152,905","35,076","68,001",11
State,11/5/2022,NV,"81,126","25,286","20,033",11
State,11/5/2022,IA,"171,868","27,803","8,480",11
State,11/5/2022,NJ,"156,002","27,018","24,816",11
State,11/5/2022,ND,"35,766","8,121","2,957",11
State,11/5/2022,AZ,"234,361","54,293","42,893",11
State,11/5/2022,VT,"19,613","3,322","1,756",11
State,11/5/2022,CA,"946,674","249,541","139,556",11
State,11/5/2022,MD,"146,413","23,342","15,252",11
State,11/5/2022,KS,"143,512","25,420","14,408",11
State,11/5/2022,NC,"395,849","58,749","23,821",11
State,11/5/2022,KY,"191,737","23,322","10,369",11
State,11/5/2022,WA,"195,258","33,147","56,477",11
